kegg_pair,Enzyme1,WT_MEF.x,WT_BMDM.x,log2diff.x,Enzyme2,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
uck2-nt5c1a,uck2,79.72347,37.00599056,1.08676135565119,nt5c1a,0,0,0,1.08676135565119
adh1-gstm6,adh1,6.442594,0.14308752,2.70286967072299,gstm6,2.06682,0,1.61674349339723,1.08612617732576
plcz1-inpp5j,plcz1,0,0,0,inpp5j,0,1.1226179,-1.08584468994856,1.08584468994856
dolk-dolpp1,dolk,25.7932,17.2526,0.553764913295272,dolpp1,20.292351,29.779759,-0.531646681565316,1.08541159486059
plb1-cyp2c50,plb1,1.277601309,0.2043748,0.919230800404245,cyp2c50,0.1145441,0.250447,-0.165990208490912,1.08522100889516
polr1c-polr3c,polr1c,56.77490591,36.628853,0.618603691227714,polr3c,22.510331,31.485591,-0.466505101196267,1.08510879242398
cyp2u1-cyp4a10,cyp2u1,2.819937,0.459055,1.38851457734487,cyp4a10,0.294815,0.0492264,0.303419970505336,1.08509460683954
pisd-pla2g1b,pisd,60.84789,94.74538,-0.630478497262533,pla2g1b,0.370338,0,0.454531784266606,1.08501028152914
fbp1-pfkm,fbp1,0.193275,0.19902,-0.0069291612805516,pfkm,19.67780027,8.79537,1.0779108246514,1.08483998593195
pfkm-fbp1,pfkm,19.67780027,8.79537,1.0779108246514,fbp1,0.193275,0.19902,-0.0069291612805516,1.08483998593195
upp1-uprt,upp1,0.724739,0.323236,0.382307669180898,uprt,8.78297,14.9195,-0.702450601570551,1.08475827075145
ash1l-whsc1l1,ash1l,13.8462343,6.88825,0.912319861964574,nsd3,24.44167709,27.6705202,-0.172374306403201,1.08469416836778
whsc1l1-ash1l,nsd3,24.44167709,27.6705202,-0.172374306403201,ash1l,13.8462343,6.88825,0.912319861964574,1.08469416836778
nudt12-4933425l06rik,nudt12,3.358001,1.054921,1.08458359592732,4933425l06rik,0,0,0,1.08458359592732
nudt12-nt5c1a,nudt12,3.358001,1.054921,1.08458359592732,nt5c1a,0,0,0,1.08458359592732
hyal2-hyal4,hyal2,57.796054,26.724271,1.08456980849237,hyal4,0,0,0,1.08456980849237
hyal2-hyal5,hyal2,57.796054,26.724271,1.08456980849237,hyal5,0,0,0,1.08456980849237
hyal2-hyal6,hyal2,57.796054,26.724271,1.08456980849237,hyal6,0,0,0,1.08456980849237
hyal2-spam1,hyal2,57.796054,26.724271,1.08456980849237,spam1,0,0,0,1.08456980849237
adcy3-pde4b,adcy3,19.39436,3.511477,2.17649849843064,pde4b,10.2847264,4.293314,1.09212829812041,1.08437020031023
gucy2c-polr2h,gucy2c,0,0.0505766,-0.0711813561197136,polr2h,44.20407,21.396689,1.01316720502169,1.0843485611414
adcy8-polr3d,adcy8,0.148643,0,0.199930475826283,polr3d,37.0417,14.62232,1.28397300101352,1.08404252518724
adk-pde4a,adk,109.701,41.0627,1.39605488994845,pde4a,10.271119,8.078441,0.312114277464582,1.08394061248387
srd5a1-ugt2b36,srd5a1,4.75113,1.57893,1.15707283461067,ugt2b36,0.0520357,0,0.0731836621768622,1.08388917243381
gldc-tha1,gldc,0.150926,0.104203,0.0597896509600663,tha1,1.304755,3.68643,-1.02387593623744,1.0836655871975
tha1-gldc,tha1,1.304755,3.68643,-1.02387593623744,gldc,0.150926,0.104203,0.0597896509600663,1.0836655871975
adcy9-polr3a,adcy9,2.523206553,6.69565031,-1.12715418723735,polr3a,9.90412,10.2381,-0.0435247987839089,1.08362938845345
pde8b-nt5c,pde8b,20.281129,5.037274,1.81760550622707,nt5c,128.83258,77.03822,0.734399680058119,1.08320582616895
cyp2f2-gstm4,cyp2f2,0.771596,0,0.825049644948941,gstm4,8.103727,9.88746791,-0.258139266320885,1.08318891126983
pla2g2e-cyp1a2,pla2g2e,2.53914,7.27986,-1.22620754163157,cyp1a2,0,0.104575,-0.143491380173091,1.08271616145848
qdpr-spr,qdpr,59.93203121,90.04867409,-0.579437173531102,spr,61.6923917,43.2415627,0.502888023968763,1.08232519749986
gpat2-gpd1l,gpat2,0.182735,0.227011,-0.0530213186087786,gpd1l,9.15749,21.31003,-1.13514850931277,1.082127190704
mtmr3-pikfyve,mtmr3,26.7708222,27.90649475,-0.0578237846989298,pikfyve,10.237791,23.7467344,-1.13887968401676,1.08105589931783
pikfyve-mtmr3,pikfyve,10.237791,23.7467344,-1.13887968401676,mtmr3,26.7708222,27.90649475,-0.0578237846989298,1.08105589931783
nme1-polr1b,nme1,202.58547,93.1298,1.11291116447798,polr1b,12.18352,11.892697,0.0321815313328164,1.08072963314516
pla2g4c-pla2g15,pla2g4c,0.392526,0.3193844,0.0778393123882477,pla2g15,30.07533,61.26427,-1.00263480643606,1.0804741188243
pafah1b2-pafah1b3,pafah1b2,157.608438,59.834601,1.38250549839124,pafah1b3,51.876603,41.877217,0.302418226556662,1.08008727183458
pla2g4b-cyp2j9,pla2g4b,2.90156296,0.386406,1.49270237790835,cyp2j9,0.383556,0.0392873,0.412786511619675,1.07991586628867
cyp2b19-cyp4f13,cyp2b19,0.0434299,0,0.0613336802107711,cyp4f13,5.568814,12.307916,-1.01857984458035,1.07991352479112
gpx4-mgst3,gpx4,810.277051,653.869209,0.308987879525438,mgst3,36.6253,63.2013,-0.770899425460039,1.07988730498548
setdb2-suv39h2,setdb2,5.681967,9.362331,-0.633003810081059,suv39h2,5.445619,3.728859,0.446826787616929,1.07983059769799
suv39h2-setdb2,suv39h2,5.445619,3.728859,0.446826787616929,setdb2,5.681967,9.362331,-0.633003810081059,1.07983059769799
adcy4-pde10a,adcy4,6.31417,0.0289318,2.82954679878007,pde10a,3.3519739,0.294047,1.74977988716676,1.0797669116133
adcy9-npr1,adcy9,2.523206553,6.69565031,-1.12715418723735,npr1,0.225178344,0.2661694,-0.0474786634380764,1.07967552379928
dld-pdha1,dld,87.69525,72.822651,0.264793298016074,pdha1,154.39453,60.203989,1.34423813127739,1.07944483326132
adsl-pde4b,adsl,58.726743,58.1993413,0.0127959279858816,pde4b,10.2847264,4.293314,1.09212829812041,1.07933237013452
fdps-dhdds,fdps,291.76247,154.105931,0.916476768804811,dhdds,27.8642,31.311246,-0.162755145322867,1.07923191412768
gls2-glud1,gls2,1.370855716,0.278571,0.890875590157714,glud1,164.24016,187.24081,-0.188015071352307,1.07889066151002
plod3-whsc1l1,plod3,237.2852142,126.197406,0.90562018452806,nsd3,24.44167709,27.6705202,-0.172374306403201,1.07799449093126
pfkm-tktl2,pfkm,19.67780027,8.79537,1.0779108246514,tktl2,0,0,0,1.0779108246514
ugt2b1-uxs1,ugt2b1,0,0.0386901,-0.0547652809188971,uxs1,71.638891,34.75357,1.02265487430706,1.07742015522596
pisd-pemt,pisd,60.84789,94.74538,-0.630478497262533,pemt,7.318714011,5.104647,0.44645264547982,1.07693114274235
adcy9-pklr,adcy9,2.523206553,6.69565031,-1.12715418723735,pklr,0,0.0355635,-0.050416021280564,1.07673816595679
pstk-sepsecs,pstk,39.892423,19.354178,1.00650858978899,sepsecs,5.015631,5.314950001,-0.0700552369031509,1.07656382669214
cyp2j13-cyp4f13,cyp2j13,0.0644076,0.0225497,0.0578797509149887,cyp4f13,5.568814,12.307916,-1.01857984458035,1.07645959549534
gstm4-gstp2,gstm4,8.103727,9.88746791,-0.258139266320885,gstp2,0.762288,0,0.817449714393923,1.07558898071481
gstp2-gstm4,gstp2,0.762288,0,0.817449714393923,gstm4,8.103727,9.88746791,-0.258139266320885,1.07558898071481
ak8-pklr,ak8,0,1.181831,-1.12553935789233,pklr,0,0.0355635,-0.050416021280564,1.07512333661176
adcy8-pde2a,adcy8,0.148643,0,0.199930475826283,pde2a,0.560264853,1.861128,-0.8747930962713,1.07472357209758
agpat3-pld3,agpat3,63.419543,58.33144498,0.118701506949105,pld3,194.134539,377.444984,-0.955614426387472,1.07431593333658
pla2g2e-ptdss1,pla2g2e,2.53914,7.27986,-1.22620754163157,ptdss1,38.4601,42.8487,-0.152139458993662,1.07406808263791
agl-gys1,agl,15.541319,14.088046,0.132668299602547,gys1,34.6854881,14.46086286,1.20671666823891,1.07404836863637
aldh1a3-upb1,aldh1a3,3.56941,0.6074588,1.50722613621809,upb1,0.817445,0.3459998,0.433233510007133,1.07399262621096
adh4-gstm1,adh4,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
aldh3b2-gstm1,aldh3b2,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
ggt1-gstm1,ggt1,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
gpx5-gstm1,gpx5,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
gpx6-gstm1,gpx6,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
gsta1-gstm1,gsta1,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
gsta2-gstm1,gsta2,0,0,0,gstm1,33.755712,72.146352,-1.07353581513237,1.07353581513237
gstm1-ggt1,gstm1,33.755712,72.146352,-1.07353581513237,ggt1,0,0,0,1.07353581513237
gstm1-gsta1,gstm1,33.755712,72.146352,-1.07353581513237,gsta1,0,0,0,1.07353581513237
gstm1-gsta2,gstm1,33.755712,72.146352,-1.07353581513237,gsta2,0,0,0,1.07353581513237
aldh1b1-acss1,aldh1b1,1.1378,8.46187,-2.14599844998003,acss1,0,8.31021,-3.21881370941046,1.07281525943043
asah1-kdsr,asah1,438.879063,308.396461,0.50765023991568,kdsr,16.59936,4.88543,1.58030323617406,1.07265299625838
cyp2j5-cyp4f13,cyp2j5,0.0824835,0.0426886,0.0540366746562019,cyp4f13,5.568814,12.307916,-1.01857984458035,1.07261651923655
gucy1a3-pde6g,gucy1a3,1.5618266,0.0317669,1.31205575920706,pde6g,0.287206,0.0899234,0.240016210249604,1.07203954895746
plb1-ptdss1,plb1,1.277601309,0.2043748,0.919230800404245,ptdss1,38.4601,42.8487,-0.152139458993662,1.07137025939791
pafah1b1-pafah2,pafah1b1,89.41145,95.096607,-0.0879800011048406,pafah2,28.303527,13.82301,0.983235884326588,1.07121588543143
dgkk-lipc,dgkk,0.207292001,0,0.271774654921108,lipc,0,0.740244,-0.799289600850205,1.07106425577131
lipc-dgkk,lipc,0,0.740244,-0.799289600850205,dgkk,0.207292001,0,0.271774654921108,1.07106425577131
nme1-gucy2e,nme1,202.58547,93.1298,1.11291116447798,gucy2e,0.0296143,0,0.0421039959632283,1.07080716851475
fbp2-hk1,fbp2,0.149921,0,0.201534750888667,hk1,49.0264866,90.382572,-0.869226914095356,1.07076166498402
aprt-pnp2,aprt,275.874308,443.42848,-0.682720083005901,pnp2,0.0891249,2.67187,-1.75334557135062,1.07062548834472
pnp2-aprt,pnp2,0.0891249,2.67187,-1.75334557135062,aprt,275.874308,443.42848,-0.682720083005901,1.07062548834472
smpd1-asah1,smpd1,79.656177,26.0212409,1.57769109619897,asah1,438.879063,308.396461,0.50765023991568,1.07004085628328
cyp3a25-ugt1a1,cyp3a25,0.418606,0,0.504473954602962,ugt1a1,0,0.479914,-0.56551334113906,1.06998729574202
aldh3b2-carns1,aldh3b2,0,0,0,carns1,1.46046,0.172164,1.06975362812337,1.06975362812337
gad1-carns1,gad1,0,0,0,carns1,1.46046,0.172164,1.06975362812337,1.06975362812337
entpd3-polr3c,entpd3,0.518379,0,0.60253194435959,polr3c,22.510331,31.485591,-0.466505101196267,1.06903704555586
pla2g3-cyp4f13,pla2g3,0.0749636,0.0388017,0.0493675285598261,cyp4f13,5.568814,12.307916,-1.01857984458035,1.06794737314017
adss-nt5c3,adss,66.0068776,40.15703,0.703170304389461,nt5c3,20.6936504,26.922125,-0.364135904983262,1.06730620937272
acat1-acat2,acat1,51.5242,33.28651,0.615341222447674,acat2,66.98181,20.17851,1.68254768076392,1.06720645831625
setmar-suv420h2,setmar,3.89371,2.23753,0.596035048872164,kmt5c,18.20606313,25.622576,-0.47108834831249,1.06712339718465
suv420h2-setmar,kmt5c,18.20606313,25.622576,-0.47108834831249,setmar,3.89371,2.23753,0.596035048872164,1.06712339718465
txnrd3-sephs2,txnrd3,7.192862,4.74877,0.511114202616373,sephs2,41.9675,62.1489,-0.555511765222801,1.06662596783917
mthfd1-mthfr,mthfd1,40.27469,20.15819078,0.964041110568026,mthfr,32.35802605,34.81140201,-0.102385080704207,1.06642619127223
cyp2u1-cyp4a14,cyp2u1,2.819937,0.459055,1.38851457734487,cyp4a14,0.250229,0,0.322192372411771,1.0663222049331
lipc-pnlip,lipc,0,0.740244,-0.799289600850205,pnlip,0.202947,0,0.266573080983183,1.06586268183339
pnlip-lipc,pnlip,0.202947,0,0.266573080983183,lipc,0,0.740244,-0.799289600850205,1.06586268183339
pde3b-nt5c3,pde3b,2.1424577,7.46695,-1.429949044576,nt5c3,20.6936504,26.922125,-0.364135904983262,1.06581313959273
renbp-nans,renbp,80.308231,176.66042,-1.12764899517012,nans,73.7358,77.009468,-0.0618497448610373,1.06579925030908
fntb-pdss1,fntb,14.827956,8.661953,0.712088219898341,pdss1,8.485784,11.120935,-0.353662069121396,1.06575028901974
entpd6-gmpr2,entpd6,12.68752,12.062671,0.0674111495002903,gmpr2,28.274,57.4798,-0.998318488206611,1.0657296377069
plod1-whsc1,plod1,56.172641,208.428369,-1.87306004188069,nsd2,37.79891716,66.8978799,-0.807350138500348,1.06570990338034
pla2g2d-cyp4f13,pla2g2d,0.2561584,0.215812,0.0470982344461681,cyp4f13,5.568814,12.307916,-1.01857984458035,1.06567807902652
pla2g1b-tmem86b,pla2g1b,0.370338,0,0.454531784266606,tmem86b,2.429154,4.23757,-0.611044924754402,1.06557670902101
acat2-oxct1,acat2,66.98181,20.17851,1.68254768076392,oxct1,171.82118,111.6762,0.617097222177249,1.06545045858667
gpx4-gstk1,gpx4,810.277051,653.869209,0.308987879525438,gstk1,5.30328,9.64219,-0.755620410291206,1.06460828981664
cyp2s1-cyp4a12a,cyp2s1,0.1746565,1.322619,-0.983513578316705,cyp4a12a,0.0576549,0,0.0808689702922795,1.06438254860898
adcy10-polr2l,adcy10,0,0.112575,-0.15390259314058,polr2l,61.9088,32.468,0.910479502474467,1.06438209561505
cyp2c68-cyp2s1,cyp2c68,0.0574297,0,0.0805617533379922,cyp2s1,0.1746565,1.322619,-0.983513578316705,1.0640753316547
nme1-adcy3,nme1,202.58547,93.1298,1.11291116447798,adcy3,19.39436,3.511477,2.17649849843064,1.06358733395266
pklr-polr2h,pklr,0,0.0355635,-0.050416021280564,polr2h,44.20407,21.396689,1.01316720502169,1.06358322630225
plb1-cyp1a2,plb1,1.277601309,0.2043748,0.919230800404245,cyp1a2,0,0.104575,-0.143491380173091,1.06272218057734
pafah2-pla2g6,pafah2,28.303527,13.82301,0.983235884326588,pla2g6,13.89847303,2.608515,2.04568731704701,1.06245143272042
gcat-tha1,gcat,10.98542,10.66939,0.0385513173450041,tha1,1.304755,3.68643,-1.02387593623744,1.06242725358244
tha1-gcat,tha1,1.304755,3.68643,-1.02387593623744,gcat,10.98542,10.66939,0.0385513173450041,1.06242725358244
tkt-tktl1,tkt,117.041151,227.633331,-0.953745846788938,tktl1,0.0779543,0,0.108296016160058,1.062041862949
fmo2-fmo4,fmo2,1.2209732,0.0272571,1.11239468241813,fmo4,0.035756,0,0.0506841776863434,1.06171050473179
aox1-ugt2b34,aox1,1.652596,0.232394,1.10594140096466,ugt2b34,0.0312329,0,0.0443701966532521,1.0615712043114
inpp5b-plch1,inpp5b,24.243322,34.657527,-0.498304869170767,plch1,0.476959677,0,0.562630439111343,1.06093530828211
sord-hkdc1,sord,15.17,30.2131,-0.948831970099773,hkdc1,0.0807618,0,0.112048587988198,1.06088055808797
npr1-polr2h,npr1,0.225178344,0.2661694,-0.0474786634380764,polr2h,44.20407,21.396689,1.01316720502169,1.06064586845977
nme7-polr3c,nme7,16.9225034,10.8739769,0.593968954325618,polr3c,22.510331,31.485591,-0.466505101196267,1.06047405552189
pla2g2e-cyp2c50,pla2g2e,2.53914,7.27986,-1.22620754163157,cyp2c50,0.1145441,0.250447,-0.165990208490912,1.06021733314066
pank3-enpp1,pank3,19.6814,22.5256,-0.185897667817481,enpp1,20.2225596,10.5818478,0.873733223354871,1.05963089117235
cd38-nnt,cd38,2.45804,0.2537975,1.4636501988471,nnt,10.294291,7.534191,0.404267403939235,1.05938279490786
nnt-cd38,nnt,10.294291,7.534191,0.404267403939235,cd38,2.45804,0.2537975,1.4636501988471,1.05938279490786
gstt2-mgst2,gstt2,2.691831493,5.047447356,-0.711989600098558,mgst2,0.8148781,5.194421,-1.77109678831109,1.05910718821254
mgst2-gstt2,mgst2,0.8148781,5.194421,-1.77109678831109,gstt2,2.691831493,5.047447356,-0.711989600098558,1.05910718821254
acsm1-acsm3,acsm1,0,0,0,acsm3,1.9757028,0.4284538,1.05877606722873,1.05877606722873
acsm3-acsm4,acsm3,1.9757028,0.4284538,1.05877606722873,acsm4,0,0,0,1.05877606722873
acsm3-acsm5,acsm3,1.9757028,0.4284538,1.05877606722873,acsm5,0,0,0,1.05877606722873
mtm1-pik3c3,mtm1,3.427434703,11.62585733,-1.51183841911015,pik3c3,11.344867,15.901929,-0.453276615836177,1.05856180327398
pik3c3-mtm1,pik3c3,11.344867,15.901929,-0.453276615836177,mtm1,3.427434703,11.62585733,-1.51183841911015,1.05856180327398
gamt-ckmt1,gamt,15.49728,29.45186,-0.884302171879817,ckmt1,0.128133,0,0.17393716270953,1.05823933458935
aspa-asns,aspa,0.307422,0.0467133,0.320858543731483,asns,103.926289,39.34398649,1.37895063416872,1.05809209043723
lpin2-pnpla3,lpin2,11.7252139,24.1096653,-0.980552891314049,pnpla3,0.121329,0.0630852,0.0769524046532451,1.05750529596729
ahcy-bhmt2,ahcy,77.844831,38.00603841,1.01531869562035,bhmt2,0.0899221,0.122149,-0.0420392261233715,1.05735792174373
cyp2s1-ugt2b36,cyp2s1,0.1746565,1.322619,-0.983513578316705,ugt2b36,0.0520357,0,0.0731836621768622,1.05669724049357
polr2h-polr3a,polr2h,44.20407,21.396689,1.01316720502169,polr3a,9.90412,10.2381,-0.0435247987839089,1.0566920038056
dhrs9-aox3,dhrs9,11.8975,18.7348,-0.613650451992,aox3,0.3590541,0,0.442602886751532,1.05625333874353
pla2g4a-pnpla6,pla2g4a,53.63,30.7024994,0.785096837250424,pnpla6,13.18968802,16.1207377,-0.270901995968794,1.05599883321922
adcy9-gucy2c,adcy9,2.523206553,6.69565031,-1.12715418723735,gucy2c,0,0.0505766,-0.0711813561197136,1.05597283111764
ahcyl1-bhmt,ahcyl1,132.828076,56.379441,1.22177499465225,bhmt,0.820355,0.6217634,0.166656468491441,1.05511852616081
lcat-pla2g2d,lcat,3.33123,1.01759,1.1021437552285,pla2g2d,0.2561584,0.215812,0.0470982344461681,1.05504552078233
polr2l-polr3f,polr2l,61.9088,32.468,0.910479502474467,polr3f,10.0457716,11.207266,-0.14424592198189,1.05472542445636
ept1-pld1,sell,0.0163385,1.67192,-1.39449582896163,pld1,4.9394901,6.5195809,-0.340313174030462,1.05418265493117
nt5c3-tyms,nt5c3,20.6936504,26.922125,-0.364135904983262,tyms,101.05308,62.280205,0.689493545474279,1.05362945045754
tyms-nt5c3,tyms,101.05308,62.280205,0.689493545474279,nt5c3,20.6936504,26.922125,-0.364135904983262,1.05362945045754
ctps2-polr3h,ctps2,46.932253,63.5574854,-0.429587631058641,polr3h,12.8847,8.01423,0.623219839572228,1.05280747063087
lcat-pla2g3,lcat,3.33123,1.01759,1.1021437552285,pla2g3,0.0749636,0.0388017,0.0493675285598261,1.05277622666867
polr2g-polr2h,polr2g,116.499,119.733,-0.0391715839342828,polr2h,44.20407,21.396689,1.01316720502169,1.05233878895597
pip5k1a-plcg1,pip5k1a,38.338123,16.806972,1.14348590861698,plcg1,36.621681,7.212246,2.19571556282504,1.05222965420806
nt5c3-tymp,nt5c3,20.6936504,26.922125,-0.364135904983262,tymp,3.46954,1.77424,0.688033757640283,1.05216966262354
umps-nt5c2,umps,31.0469,22.856993,0.425772593746499,nt5c2,20.11352,31.59023,-0.626272411979716,1.05204500572622
pla2g3-pla2g15,pla2g3,0.0749636,0.0388017,0.0493675285598261,pla2g15,30.07533,61.26427,-1.00263480643606,1.05200233499588
hprt-tpmt,hprt,121.426,163.357,-0.424922922103181,tpmt,10.1639,6.228874,0.626998257210415,1.0519211793136
tpmt-hprt,tpmt,10.1639,6.228874,0.626998257210415,hprt,121.426,163.357,-0.424922922103181,1.0519211793136
galt-pgm1,galt,34.91123,19.372573,0.817806867544798,pgm1,26.16976,30.94963,-0.233797402023108,1.05160426956791
smpd2-ugcg,smpd2,22.237008,12.809193,0.750795307183938,ugcg,62.237046,17.137335,1.80180748669332,1.05101217950938
dgkz-cds1,dgkz,29.03963362,248.73477,-3.05545757621147,cds1,3.02513,15.15058,-2.00447869199799,1.05097888421348
pnp2-uprt,pnp2,0.0891249,2.67187,-1.75334557135062,uprt,8.78297,14.9195,-0.702450601570551,1.05089496978007
entpd2-polr2b,entpd2,0.674806,0,0.74399399166156,polr2b,35.0915,43.6366,-0.306568035919001,1.05056202758056
ntpcr-polr2a,ntpcr,25.20031,69.239343,-1.42269546863585,polr2a,38.46130063,50.074902,-0.372176023244462,1.05051944539138
akr1b10-aldh3a2,akr1b10,18.830763,42.751647,-1.14159714005277,aldh3a2,29.665066,31.669665,-0.0913556051501594,1.05024153490262
pygb-pygm,pygb,63.280963,37.147071,0.752819253724509,pygm,0.0372208,0.2745447,-0.29725892869856,1.05007818242307
glb1-galm,glb1,63.57515,121.37732,-0.922285215696174,galm,18.429312,16.783105,0.12772756901381,1.05001278470998
adcy3-pde4d,adcy3,19.39436,3.511477,2.17649849843064,pde4d,15.723309,0.7867857,3.22642181944367,1.04992332101303
lpcat1-pafah1b2,lpcat1,23.89261,18.766236,0.332679334436049,pafah1b2,157.608438,59.834601,1.38250549839124,1.0498261639552
pafah1b2-lpcat1,pafah1b2,157.608438,59.834601,1.38250549839124,lpcat1,23.89261,18.766236,0.332679334436049,1.0498261639552
pla2g2d-pla2g15,pla2g2d,0.2561584,0.215812,0.0470982344461681,pla2g15,30.07533,61.26427,-1.00263480643606,1.04973304088222
impdh2-itpa,impdh2,187.436331,71.919178,1.36970694357797,itpa,60.954883,48.624566,0.320163508481404,1.04954343509656
itpa-impdh2,itpa,60.954883,48.624566,0.320163508481404,impdh2,187.436331,71.919178,1.36970694357797,1.04954343509656
pld3-cds1,pld3,194.134539,377.444984,-0.955614426387472,cds1,3.02513,15.15058,-2.00447869199799,1.04886426561052
fmo1-fmo4,fmo1,3.09442,0.9108193,1.0994677458722,fmo4,0.035756,0,0.0506841776863434,1.04878356818586
gstm6-gstm7,gstm6,2.06682,0,1.61674349339723,gstm7,1.5115395,0.693902,0.568221554478751,1.04852193891848
gstm7-gstm6,gstm7,1.5115395,0.693902,0.568221554478751,gstm6,2.06682,0,1.61674349339723,1.04852193891848
ggt5-mgst2,ggt5,0.2660191,1.089095,-0.722578928971832,mgst2,0.8148781,5.194421,-1.77109678831109,1.04851785933926
mgst2-ggt5,mgst2,0.8148781,5.194421,-1.77109678831109,ggt5,0.2660191,1.089095,-0.722578928971832,1.04851785933926
ctps2-polr1c,ctps2,46.932253,63.5574854,-0.429587631058641,polr1c,56.77490591,36.628853,0.618603691227714,1.04819132228635
pi4k2b-pip5k1a,pi4k2b,16.458395,15.338633,0.0956336510414868,pip5k1a,38.338123,16.806972,1.14348590861698,1.04785225757549
pde1a-pde3a,pde1a,5.454253192,0,2.69025017399436,pde3a,2.221243,0.0317349,1.64254517313011,1.04770500086425
ahcyl2-bhmt2,ahcyl2,12.5745263,27.88309969,-1.08932372408676,bhmt2,0.0899221,0.122149,-0.0420392261233715,1.04728449796339
dgka-lpin2,dgka,5.296282,5.011696,0.0667281014417496,lpin2,11.7252139,24.1096653,-0.980552891314049,1.0472809927558
lpin2-dgka,lpin2,11.7252139,24.1096653,-0.980552891314049,dgka,5.296282,5.011696,0.0667281014417496,1.0472809927558
adk-ak2,adk,109.701,41.0627,1.39605488994845,ak2,101.6078,79.5415,0.34933615903522,1.04671873091323
lypla1-lypla2,lypla1,64.5403663,56.783825,0.181718029759069,lypla2,54.54286,100.137844,-0.864649558240743,1.04636758799981
pla2g2e-cyp2c44,pla2g2e,2.53914,7.27986,-1.22620754163157,cyp2c44,0,0.132818,-0.179916094531094,1.04629144710048
pemt-pla2g4b,pemt,7.318714011,5.104647,0.44645264547982,pla2g4b,2.90156296,0.386406,1.49270237790835,1.04624973242853
dhrs4-rdh10,dhrs4,34.7247,20.2484,0.749567685555851,rdh10,12.2374,2.81318,1.79555324586645,1.0459855603106
pde4b-ampd1,pde4b,10.2847264,4.293314,1.09212829812041,ampd1,0.0327883,0,0.0465445621988834,1.04558373592152
entpd6-nme1,entpd6,12.68752,12.062671,0.0674111495002903,nme1,202.58547,93.1298,1.11291116447798,1.04550001497769
nme1-polr3b,nme1,202.58547,93.1298,1.11291116447798,polr3b,9.06135,8.601736,0.067456719657673,1.04545444482031
pi4k2a-pi4kb,pi4k2a,25.412,58.0806,-1.16149092657344,pi4kb,30.342668,32.96947,-0.116110716711445,1.045380209862
pla2g4b-pla2g7,pla2g4b,2.90156296,0.386406,1.49270237790835,pla2g7,17.774902,12.767935,0.447493185896307,1.04520919201204
rrm1-txnrd2,rrm1,119.394258,77.224997,0.622064983594409,txnrd2,6.3411301,8.84316773,-0.423120508762124,1.04518549235653
txnrd2-rrm1,txnrd2,6.3411301,8.84316773,-0.423120508762124,rrm1,119.394258,77.224997,0.622064983594409,1.04518549235653
ampd1-gmpr2,ampd1,0.0327883,0,0.0465445621988834,gmpr2,28.274,57.4798,-0.998318488206611,1.04486305040549
cyp2b19-cyp2s1,cyp2b19,0.0434299,0,0.0613336802107711,cyp2s1,0.1746565,1.322619,-0.983513578316705,1.04484725852748
aox1-cyp2b19,aox1,1.652596,0.232394,1.10594140096466,cyp2b19,0.0434299,0,0.0613336802107711,1.04460772075388
mtm1-pip4k2c,mtm1,3.427434703,11.62585733,-1.51183841911015,pip4k2c,30.15533,42.07853,-0.467490022452633,1.04434839665752
